,Recency,Monetary,Frequency,Average,Count,Amount
1523,236,780.03,2,1867.5143861460956,3970,1430.61
1524,184,2634.64,6,1867.5143861460956,3970,2510.88
1525,194,766.39,4,1867.5143861460956,3970,2634.81
1526,240,359.11,1,1867.5143861460956,3970,1156.7
1527,254,599.73,3,1867.5143861460956,3970,0.0
1528,255,30.1,1,1867.5143861460956,3970,0.0
1529,359,139.1,2,1867.5143861460956,3970,0.0
1530,194,535.66,3,1867.5143861460956,3970,845.53
1531,205,1152.05,13,1867.5143861460956,3970,2962.57
1532,306,357.04,1,1867.5143861460956,3970,195.35
1533,228,1139.1,3,1867.5143861460956,3970,0.0
1534,313,579.6,1,1867.5143861460956,3970,0.0
1535,219,694.76,3,1867.5143861460956,3970,801.84
1536,218,217.9,3,1867.5143861460956,3970,0.0
1537,211,238.8,1,1867.5143861460956,3970,0.0
1538,229,328.48,1,1867.5143861460956,3970,870.83
1539,183,5706.84,12,1867.5143861460956,3970,2476.7200000000003
1540,260,527.4,3,1867.5143861460956,3970,1405.24
1541,284,40.0,1,1867.5143861460956,3970,0.0
1542,224,543.72,4,1867.5143861460956,3970,194.85000000000002
1543,225,905.75,3,1867.5143861460956,3970,1405.08
1544,197,1534.01,7,1867.5143861460956,3970,70.2
1545,194,788.6800000000001,8,1867.5143861460956,3970,617.15
1546,246,433.71999999999997,1,1867.5143861460956,3970,0.0
1547,262,1327.98,1,1867.5143861460956,3970,1819.38
1548,183,5334.21,12,1867.5143861460956,3970,5640.02
1549,186,3829.15,7,1867.5143861460956,3970,313.9
1550,191,1422.84,4,1867.5143861460956,3970,713.1800000000001
1551,238,908.33,3,1867.5143861460956,3970,1873.69
1552,280,295.05,1,1867.5143861460956,3970,0.0
1553,278,596.67,1,1867.5143861460956,3970,0.0
1554,180,4164.51,12,1867.5143861460956,3970,187.95
1555,205,388.94,1,1867.5143861460956,3970,330.88
1556,276,412.98,2,1867.5143861460956,3970,161.25
1557,229,575.4,2,1867.5143861460956,3970,1689.8
1558,241,394.24,1,1867.5143861460956,3970,245.51999999999998
1559,186,5906.19,9,1867.5143861460956,3970,5535.73
1560,225,1722.01,4,1867.5143861460956,3970,1736.3400000000001
1561,365,105.78000000000002,1,1867.5143861460956,3970,0.0
1562,264,359.08,1,1867.5143861460956,3970,194.8
1563,232,291.26,1,1867.5143861460956,3970,321.5
1564,372,321.65,1,1867.5143861460956,3970,1077.72
1565,289,108.44,1,1867.5143861460956,3970,117.6
1566,204,368.12,3,1867.5143861460956,3970,844.01
1567,214,320.95,1,1867.5143861460956,3970,585.2
1568,297,283.73,2,1867.5143861460956,3970,0.0
1569,217,527.78,2,1867.5143861460956,3970,339.82
1570,271,591.43,1,1867.5143861460956,3970,1181.68
1571,192,152.15,1,1867.5143861460956,3970,0.0
1572,361,45.300000000000004,1,1867.5143861460956,3970,0.0
1573,207,1780.81,3,1867.5143861460956,3970,1752.96
1574,196,2660.98,4,1867.5143861460956,3970,1840.65
1575,217,1686.99,5,1867.5143861460956,3970,1486.91
1576,186,598.0,2,1867.5143861460956,3970,965.54
1577,235,318.24,2,1867.5143861460956,3970,0.0
1578,183,173.95,3,1867.5143861460956,3970,0.0
1579,253,266.93,1,1867.5143861460956,3970,0.0
1580,225,359.5,2,1867.5143861460956,3970,75.0
1581,295,37.5,1,1867.5143861460956,3970,0.0
1582,231,811.47,2,1867.5143861460956,3970,3519.94
1583,233,721.06,2,1867.5143861460956,3970,0.0
1584,183,817.02,4,1867.5143861460956,3970,353.09000000000003
1585,325,246.75,1,1867.5143861460956,3970,0.0
1586,260,46.2,1,1867.5143861460956,3970,0.0
1587,318,27.82,1,140.39,1,112.57000000000001
1588,219,841.17,1,1867.5143861460956,3970,683.1700000000001
1589,225,194.6,1,1867.5143861460956,3970,0.0
1590,192,420.25,2,1867.5143861460956,3970,0.0
1591,180,1591.15,4,1867.5143861460956,3970,808.9
1592,255,482.94,2,1867.5143861460956,3970,171.15
1593,185,300.0,2,1867.5143861460956,3970,153.93
1594,191,658.02,5,1867.5143861460956,3970,0.0
1595,208,834.96,4,1867.5143861460956,3970,1103.04
1596,228,73.5,1,1867.5143861460956,3970,383.20000000000005
1597,197,2980.43,10,1867.5143861460956,3970,2197.02
1598,186,143.19,1,1867.5143861460956,3970,0.0
1599,239,1134.79,3,1867.5143861460956,3970,1900.75
1600,210,240.91,1,1867.5143861460956,3970,503.64
1601,190,1937.66,3,1867.5143861460956,3970,2328.89
1602,189,125.3,1,1867.5143861460956,3970,0.0
1603,222,889.63,7,1867.5143861460956,3970,498.32
1604,183,310.65000000000003,1,1867.5143861460956,3970,613.2
1605,180,5466.43,16,1867.5143861460956,3970,3094.12
1606,254,63.150000000000006,1,1867.5143861460956,3970,145.47
1607,255,156.87,1,1867.5143861460956,3970,0.0
1608,231,357.33,2,1867.5143861460956,3970,1231.24
1609,198,952.63,3,1867.5143861460956,3970,3379.081
1610,180,991.97,8,1867.5143861460956,3970,388.47
1611,253,2126.82,4,1867.5143861460956,3970,452.22
1612,182,2029.9,6,1867.5143861460956,3970,1598.97
1613,183,529.07,1,1867.5143861460956,3970,1696.8700000000001
1614,210,252.93,2,1867.5143861460956,3970,324.96000000000004
1615,266,13916.34,2,4788.836,5,0.0
1616,302,370.63,1,1867.5143861460956,3970,0.0
1617,318,201.60000000000002,1,1867.5143861460956,3970,314.4
1618,185,13280.19,26,1867.5143861460956,3970,1699.07
1619,182,14991.0,8,1867.5143861460956,3970,17460.6
1620,248,321.45,1,1867.5143861460956,3970,0.0
1621,240,1006.54,3,1867.5143861460956,3970,0.0
1622,208,549.54,3,1867.5143861460956,3970,509.6
1623,267,45.6,1,1867.5143861460956,3970,0.0
1624,204,9.3,1,1867.5143861460956,3970,706.2
1625,308,466.19,1,1867.5143861460956,3970,382.14
1626,197,1773.93,5,1867.5143861460956,3970,1867.03
1627,259,383.75,1,1867.5143861460956,3970,1226.96
1628,226,997.38,2,1867.5143861460956,3970,998.27
1629,254,476.84000000000003,1,1867.5143861460956,3970,457.0
1630,235,792.58,3,1867.5143861460956,3970,641.38
1631,372,777.0,2,1867.5143861460956,3970,0.0
1632,222,986.38,6,1867.5143861460956,3970,383.48
1633,187,1215.28,3,1867.5143861460956,3970,1248.99
1634,217,613.6800000000001,2,1867.5143861460956,3970,0.0
1635,281,1124.66,2,1867.5143861460956,3970,410.71000000000004
1636,254,367.58,4,1867.5143861460956,3970,175.92000000000002
1637,312,603.8,1,1867.5143861460956,3970,910.04
1638,211,1933.57,4,1867.5143861460956,3970,2727.1800000000003
1639,302,401.94,1,1867.5143861460956,3970,511.68
1640,180,8819.07,11,1867.5143861460956,3970,5855.89
1641,263,849.2,2,1867.5143861460956,3970,757.86
1642,190,2531.92,5,1867.5143861460956,3970,868.4100000000001
1643,239,294.08,1,1867.5143861460956,3970,395.03000000000003
1644,224,340.5,1,1867.5143861460956,3970,0.0
1645,224,1030.3,4,1867.5143861460956,3970,999.04
1646,187,785.29,3,1867.5143861460956,3970,169.3
1647,365,3867.17,2,1867.5143861460956,3970,15.0
1648,204,943.97,1,1867.5143861460956,3970,0.0
1649,197,1059.1,8,1867.5143861460956,3970,898.88
1650,373,80.4,1,1867.5143861460956,3970,0.0
1651,191,1890.56,4,1867.5143861460956,3970,38629.36
1652,355,603.75,2,1867.5143861460956,3970,914.6
1653,227,595.96,2,1867.5143861460956,3970,118.55000000000001
1654,277,80.62,1,1867.5143861460956,3970,352.68
1655,257,139.94,1,1867.5143861460956,3970,0.0
1656,362,106.65,1,1867.5143861460956,3970,713.22
1657,185,1056.82,4,1867.5143861460956,3970,1552.3400000000001
1658,182,8381.03,12,1867.5143861460956,3970,9451.74
1659,192,1487.41,5,1867.5143861460956,3970,1034.11
1660,194,636.97,5,1867.5143861460956,3970,891.03
1661,203,923.07,3,1867.5143861460956,3970,313.36
1662,196,1297.19,7,1867.5143861460956,3970,798.22
1663,253,289.86,3,1867.5143861460956,3970,0.0
1664,339,714.05,1,1867.5143861460956,3970,639.74
1665,190,3328.06,11,1867.5143861460956,3970,1923.25
1666,219,94.53,1,1867.5143861460956,3970,0.0
1667,262,174.02,1,1867.5143861460956,3970,0.0
1668,186,121.54,1,1867.5143861460956,3970,313.21
1669,206,3316.51,8,1867.5143861460956,3970,3562.37
1670,282,111.72,1,1867.5143861460956,3970,0.0
1671,197,330.77,2,1867.5143861460956,3970,0.0
1672,205,625.22,2,1867.5143861460956,3970,532.08
1673,312,347.94,2,1867.5143861460956,3970,631.6800000000001
1674,372,241.8,1,1867.5143861460956,3970,7.9
1675,234,504.85,4,1867.5143861460956,3970,1067.62
1676,234,294.37,1,1867.5143861460956,3970,577.41
1677,191,442.15,1,1867.5143861460956,3970,585.0
1678,220,789.9399999999999,5,1867.5143861460956,3970,569.47
1679,233,286.95,2,1867.5143861460956,3970,248.70000000000002
1680,305,128.2,1,1867.5143861460956,3970,0.0
1681,182,2541.23,14,1867.5143861460956,3970,1666.2
1682,198,136.22,1,1867.5143861460956,3970,413.07
1683,330,39.8,1,1867.5143861460956,3970,3773.28
1684,182,770.37,4,1867.5143861460956,3970,679.25
1685,259,1702.34,8,1867.5143861460956,3970,0.0
1686,205,654.99,6,1867.5143861460956,3970,155.09
1687,194,1105.7,4,1867.5143861460956,3970,793.38
1688,242,437.53000000000003,4,1867.5143861460956,3970,0.0
1689,267,248.65,1,1867.5143861460956,3970,0.0
1690,261,164.49,3,1867.5143861460956,3970,239.65
1691,276,100.18,1,1867.5143861460956,3970,365.9
1692,367,102.82,1,1867.5143861460956,3970,0.0
1693,283,123.39,1,1867.5143861460956,3970,0.0
1694,292,293.53,1,1867.5143861460956,3970,0.0
1695,280,594.0,1,1867.5143861460956,3970,0.0
1696,192,112.24,1,1867.5143861460956,3970,217.99
1697,273,405.0,1,1867.5143861460956,3970,0.0
1698,285,271.28999999999996,2,1867.5143861460956,3970,0.0
1699,362,588.4,1,1867.5143861460956,3970,1250.74
1700,329,351.32,2,1867.5143861460956,3970,294.95000000000005
1701,269,1155.02,1,1867.5143861460956,3970,1149.16
1702,190,2199.4900000000002,3,1867.5143861460956,3970,3215.71
1703,285,647.48,3,1867.5143861460956,3970,1362.69
1704,225,190.75,1,1867.5143861460956,3970,0.0
1705,218,1623.63,3,1867.5143861460956,3970,2618.4700000000003
1706,187,617.6,2,1867.5143861460956,3970,0.0
1707,186,81.44999999999999,1,1867.5143861460956,3970,307.19
1708,318,579.49,3,1867.5143861460956,3970,0.0
1709,299,272.96000000000004,1,1867.5143861460956,3970,0.0
1710,241,849.3,4,1867.5143861460956,3970,1318.15
1711,206,652.89,4,1867.5143861460956,3970,1969.88
1712,234,703.22,1,1867.5143861460956,3970,0.0
1713,360,446.28,2,1867.5143861460956,3970,1256.7000000000003
1714,210,1113.86,2,1867.5143861460956,3970,696.4100000000001
1715,187,200.35999999999999,1,1867.5143861460956,3970,1115.34
1716,280,599.12,1,1867.5143861460956,3970,1581.52
1717,238,329.22,1,1867.5143861460956,3970,0.0
1718,192,2177.64,2,1867.5143861460956,3970,2017.1799999999998
1719,206,2137.44,4,1867.5143861460956,3970,3816.85
1720,241,324.51,1,1867.5143861460956,3970,0.0
1721,362,1199.59,3,1867.5143861460956,3970,1284.21
1722,198,3228.11,12,1867.5143861460956,3970,2693.54
1723,197,487.92,1,1867.5143861460956,3970,1084.94
1724,187,612.0600000000001,2,1867.5143861460956,3970,0.0
1725,373,143.11,1,1867.5143861460956,3970,229.4
1726,228,852.63,4,1867.5143861460956,3970,365.31
1727,271,404.16,1,1867.5143861460956,3970,370.95000000000005
1728,262,2722.0099999999998,6,1867.5143861460956,3970,2496.36
1729,371,20.4,1,1867.5143861460956,3970,0.0
1730,261,169.21,1,1867.5143861460956,3970,0.0
1731,261,997.27,3,1867.5143861460956,3970,1881.19
1732,199,1763.44,3,1867.5143861460956,3970,382.95000000000005
1733,198,849.39,4,1867.5143861460956,3970,4055.96
1734,194,950.98,6,1867.5143861460956,3970,1566.77
1735,198,5081.12,15,1867.5143861460956,3970,15234.72
1736,313,257.71,1,1867.5143861460956,3970,210.18
1737,267,927.35,3,1867.5143861460956,3970,414.6
1738,368,195.78,1,1867.5143861460956,3970,93.44999999999999
1739,256,4264.32,8,1867.5143861460956,3970,9415.29
1740,180,151.39,1,1867.5143861460956,3970,380.86
1741,217,961.1,7,1867.5143861460956,3970,152.64000000000001
1742,231,82.2,1,1867.5143861460956,3970,0.0
1743,184,25878.52,25,1867.5143861460956,3970,15305.78
1744,196,217.73,1,1867.5143861460956,3970,0.0
1745,256,848.6800000000001,1,1867.5143861460956,3970,949.24
1746,180,654.32,2,1867.5143861460956,3970,0.0
1747,264,143.48000000000002,1,1867.5143861460956,3970,312.92
1748,245,374.95,1,1867.5143861460956,3970,728.4
1749,198,235.78,1,1867.5143861460956,3970,0.0
1750,318,107.14,1,71361.812,5,0.0
1751,185,201.0,1,1867.5143861460956,3970,617.7900000000001
1752,317,188.44,1,1867.5143861460956,3970,0.0
1753,246,632.66,1,1867.5143861460956,3970,1490.23
1754,253,452.48,1,1867.5143861460956,3970,875.5
1755,291,1265.43,2,1867.5143861460956,3970,326.3
1756,187,372.05,2,1867.5143861460956,3970,1385.8600000000001
1757,361,111.0,1,1867.5143861460956,3970,0.0
1758,198,3395.29,3,1867.5143861460956,3970,0.0
1759,229,122.93,1,1867.5143861460956,3970,0.0
1760,262,566.16,2,1867.5143861460956,3970,184.4
1761,185,1859.64,1,1867.5143861460956,3970,1884.93
1762,200,469.70000000000005,1,1867.5143861460956,3970,267.23
1763,261,2300.4,1,1867.5143861460956,3970,0.0
1764,305,283.79,1,1867.5143861460956,3970,0.0
1765,210,273.03,2,1867.5143861460956,3970,1380.25
1766,306,106.75,1,1867.5143861460956,3970,0.0
1767,254,679.65,3,1867.5143861460956,3970,682.37
1768,185,950.86,3,1867.5143861460956,3970,792.74
1769,245,997.24,3,1867.5143861460956,3970,742.6800000000001
1770,211,1437.43,2,1867.5143861460956,3970,0.0
1771,260,205.91,1,1867.5143861460956,3970,0.0
1772,215,473.42,2,1867.5143861460956,3970,296.66
1773,207,690.75,2,1867.5143861460956,3970,1926.58
1774,224,883.47,2,1867.5143861460956,3970,380.88
1775,185,1015.73,4,1867.5143861460956,3970,1426.74
1776,228,383.2,2,1867.5143861460956,3970,458.1
1777,197,823.51,1,1867.5143861460956,3970,1114.95
1778,205,1557.88,6,1867.5143861460956,3970,3204.19
1779,243,1873.6,6,1867.5143861460956,3970,602.65
1780,240,595.55,1,1867.5143861460956,3970,1453.68
1781,218,860.99,2,1867.5143861460956,3970,532.4300000000001
1782,334,327.6,1,1867.5143861460956,3970,0.0
1783,210,194.03,1,1867.5143861460956,3970,713.14
1784,227,133.5,1,1867.5143861460956,3970,288.69
1785,288,4376.25,1,1867.5143861460956,3970,0.0
1786,222,313.19,2,1867.5143861460956,3970,984.26
1787,201,155.67,1,1867.5143861460956,3970,454.31
1788,219,931.64,2,1867.5143861460956,3970,591.85
1789,199,2739.15,8,1867.5143861460956,3970,1559.15
1790,218,2135.34,5,1867.5143861460956,3970,6223.6900000000005
1791,362,145.06,1,1867.5143861460956,3970,0.0
1792,189,713.25,3,1867.5143861460956,3970,274.23
1793,232,4499.94,2,1867.5143861460956,3970,1950.94
1794,180,664.1999999999999,2,1867.5143861460956,3970,0.0
1795,189,1726.94,5,1867.5143861460956,3970,6676.28
1796,219,301.9,1,1867.5143861460956,3970,0.0
1797,299,237.42,1,1867.5143861460956,3970,0.0
1798,316,422.7,1,1867.5143861460956,3970,0.0
1799,226,516.21,1,1867.5143861460956,3970,394.14
1800,358,475.74,2,1867.5143861460956,3970,0.0
1801,211,1137.49,3,1867.5143861460956,3970,1348.4
1802,182,1154.24,2,1867.5143861460956,3970,1851.71
1803,206,1186.3700000000001,2,1867.5143861460956,3970,837.5400000000001
1804,224,994.3199999999999,3,1867.5143861460956,3970,1348.25
1805,198,1395.98,1,1867.5143861460956,3970,1913.28
1806,280,1073.77,4,1867.5143861460956,3970,2022.3700000000001
1807,180,557.17,8,1867.5143861460956,3970,71.15
1808,283,657.01,2,1867.5143861460956,3970,227.58
1809,182,834.91,7,1867.5143861460956,3970,6421.33
1810,182,1160.53,3,1867.5143861460956,3970,832.45
1811,327,239.84,1,1867.5143861460956,3970,195.99
1812,253,873.24,2,1867.5143861460956,3970,512.88
1813,183,1574.51,13,1867.5143861460956,3970,5274.36
1814,182,1999.81,6,1867.5143861460956,3970,2984.14
1815,217,516.3,2,1867.5143861460956,3970,720.9
1816,199,289.65,1,1867.5143861460956,3970,509.2
1817,232,745.39,2,1867.5143861460956,3970,1307.3
1818,204,707.28,2,1867.5143861460956,3970,1208.08
1819,226,1209.0,2,1867.5143861460956,3970,2145.0
1820,200,115.31,1,1867.5143861460956,3970,0.0
1821,184,2159.89,6,1867.5143861460956,3970,2859.28
1822,196,986.97,3,1867.5143861460956,3970,1521.5
1823,182,2380.08,2,1867.5143861460956,3970,8127.42
1824,371,351.3,1,1867.5143861460956,3970,0.0
1825,359,323.25,1,1867.5143861460956,3970,0.0
1826,227,800.8,3,1867.5143861460956,3970,1215.91
1827,184,132.0,2,1867.5143861460956,3970,810.75
1828,187,3476.32,8,1867.5143861460956,3970,1086.51
1829,190,1427.35,6,1867.5143861460956,3970,709.37
1830,367,213.27,1,1867.5143861460956,3970,325.26
1831,183,768.88,3,1867.5143861460956,3970,1296.38
1832,208,1275.81,3,1867.5143861460956,3970,1500.38
1833,182,757.26,1,1867.5143861460956,3970,1126.9
1834,227,5733.04,11,1867.5143861460956,3970,11670.17
1835,254,603.37,2,1867.5143861460956,3970,0.0
1836,197,113.2,1,1867.5143861460956,3970,1242.09
1837,357,498.5,1,1867.5143861460956,3970,0.0
1838,184,1147.8700000000001,6,1867.5143861460956,3970,623.22
1839,200,420.36,1,1867.5143861460956,3970,1436.9
1840,233,291.55,1,1867.5143861460956,3970,786.67
1841,186,678.75,1,1867.5143861460956,3970,1043.34
1842,200,814.85,3,1867.5143861460956,3970,614.18
1843,197,91.36,1,1867.5143861460956,3970,241.82
1844,187,1590.1,3,1867.5143861460956,3970,2281.09
1845,305,166.9,1,1867.5143861460956,3970,660.35
1846,325,1055.53,2,1867.5143861460956,3970,2570.7599999999998
1847,268,177.44,1,1867.5143861460956,3970,807.7
1848,187,951.35,3,1867.5143861460956,3970,1335.54
1849,233,569.84,1,1867.5143861460956,3970,307.1
1850,224,1575.79,3,1867.5143861460956,3970,5163.22
1851,241,159.82,2,1867.5143861460956,3970,202.12
1852,248,271.12,2,1867.5143861460956,3970,624.9399999999999
1853,227,186.66,1,1867.5143861460956,3970,0.0
1854,187,1175.99,2,1867.5143861460956,3970,857.79
1855,284,336.03999999999996,2,1867.5143861460956,3970,0.0
1856,277,695.84,1,1867.5143861460956,3970,895.4
1857,243,1057.3600000000001,1,1867.5143861460956,3970,761.4300000000001
1858,369,188.69,1,1867.5143861460956,3970,0.0
1859,190,1237.26,2,1867.5143861460956,3970,2958.2400000000002
1860,361,238.05,1,1867.5143861460956,3970,0.0
1861,318,781.52,1,1867.5143861460956,3970,580.44
1862,354,270.0,1,1867.5143861460956,3970,869.28
1863,285,873.12,1,1867.5143861460956,3970,1959.89
1864,282,176.9,1,1867.5143861460956,3970,0.0
1865,259,272.95,1,1867.5143861460956,3970,56.0
1866,277,364.32,2,1867.5143861460956,3970,500.16
1867,180,1850.65,2,1867.5143861460956,3970,218.65
1868,318,117.72,1,1324.745,18,0.0
1869,180,509.21,2,1867.5143861460956,3970,442.3
1870,205,610.31,2,1867.5143861460956,3970,1798.65
1871,262,1313.67,4,1867.5143861460956,3970,0.0
1872,261,863.47,2,1867.5143861460956,3970,528.96
1873,372,107.33,1,1867.5143861460956,3970,0.0
1874,204,1228.3400000000001,2,1867.5143861460956,3970,1339.3
1875,330,381.66,1,1867.5143861460956,3970,0.0
1876,213,435.85,1,1867.5143861460956,3970,759.07
1877,360,960.0,1,1867.5143861460956,3970,1600.0
1878,278,190.38,1,1867.5143861460956,3970,269.7
1879,186,850.86,2,1867.5143861460956,3970,0.0
1880,317,823.15,1,1486.645,4,3767.38
1881,262,230.9,2,2203.0192857142856,14,0.0
1882,213,146.16,1,1867.5143861460956,3970,0.0
1883,239,909.0,4,1867.5143861460956,3970,2094.2599999999998
1884,203,843.72,5,1867.5143861460956,3970,872.3100000000001
1885,226,3967.67,6,1867.5143861460956,3970,2919.45
1886,199,310.83,1,1867.5143861460956,3970,0.0
1887,281,685.25,2,1867.5143861460956,3970,1017.8199999999999
1888,298,51.43,1,1867.5143861460956,3970,330.99
1889,268,1452.1,2,1867.5143861460956,3970,585.6
1890,225,107.75,1,1867.5143861460956,3970,309.46
1891,187,2774.0,7,1867.5143861460956,3970,0.0
1892,267,1787.9,2,1867.5143861460956,3970,1729.79
1893,187,373.53,1,1867.5143861460956,3970,603.46
1894,245,762.28,1,1867.5143861460956,3970,1116.64
1895,232,316.76,2,1867.5143861460956,3970,424.56
1896,192,1234.0,6,1867.5143861460956,3970,1387.76
1897,197,2145.51,9,1867.5143861460956,3970,1030.62
1898,218,1913.05,11,1867.5143861460956,3970,1410.7
1899,227,210.83,1,1867.5143861460956,3970,522.88
1900,187,98.3,2,1867.5143861460956,3970,105.80000000000001
1901,183,410.63,3,1867.5143861460956,3970,536.2
1902,246,778.54,3,1867.5143861460956,3970,988.24
1903,218,1220.83,3,1867.5143861460956,3970,0.0
1904,198,559.45,2,1867.5143861460956,3970,551.7
1905,243,113.45,1,1867.5143861460956,3970,847.23
1906,224,479.79,1,1867.5143861460956,3970,818.63
1907,253,632.28,1,1867.5143861460956,3970,0.0
1908,186,195.77,1,1867.5143861460956,3970,157.33
1909,225,1301.06,2,1867.5143861460956,3970,1005.42
1910,226,319.75,1,1867.5143861460956,3970,454.7
1911,267,110.26,1,1867.5143861460956,3970,364.46000000000004
1912,274,140.19,1,1867.5143861460956,3970,684.0
1913,289,186.05,1,1867.5143861460956,3970,0.0
1914,315,193.8,1,1867.5143861460956,3970,273.70000000000005
1915,197,165.48,1,1867.5143861460956,3970,938.13
1916,197,192.29,1,1867.5143861460956,3970,349.57
1917,254,944.16,3,1867.5143861460956,3970,1571.29
1918,366,244.66,2,1867.5143861460956,3970,1806.29
1919,264,127.88,1,1867.5143861460956,3970,0.0
1920,207,1586.28,4,1867.5143861460956,3970,1269.23
1921,191,92.1,1,1867.5143861460956,3970,2658.73
1922,289,212.85,1,1867.5143861460956,3970,176.76
1923,227,231.93,1,1867.5143861460956,3970,0.0
1924,236,1177.81,3,1867.5143861460956,3970,2502.35
1925,370,130.32,1,1867.5143861460956,3970,0.0
1926,245,194.04,2,1867.5143861460956,3970,301.36
1927,229,232.57,2,1867.5143861460956,3970,200.89000000000001
1928,219,509.09000000000003,2,1867.5143861460956,3970,0.0
1929,290,637.4399999999999,1,1867.5143861460956,3970,1284.04
1930,213,515.1899999999999,2,1867.5143861460956,3970,0.0
1931,186,9535.16,19,1867.5143861460956,3970,19431.91
1932,190,222.39,2,1867.5143861460956,3970,594.7
1933,253,661.28,3,1867.5143861460956,3970,558.21
1934,304,329.34,3,1867.5143861460956,3970,0.0
1935,358,310.70000000000005,1,1867.5143861460956,3970,0.0
1936,263,225.74,1,1867.5143861460956,3970,427.49
1937,240,282.68,2,1867.5143861460956,3970,0.0
1938,180,684.97,4,1867.5143861460956,3970,2316.94
1939,226,516.13,2,1867.5143861460956,3970,0.0
1940,220,1193.81,2,1867.5143861460956,3970,0.0
1941,197,746.1800000000001,2,1867.5143861460956,3970,0.0
1942,266,332.17,2,1867.5143861460956,3970,0.0
1943,184,149.46,1,1867.5143861460956,3970,102.25
1944,242,24.05,2,1867.5143861460956,3970,0.0
1945,255,905.16,1,1867.5143861460956,3970,1638.03
1946,208,1441.67,3,1867.5143861460956,3970,3262.87
1947,198,116.0,1,1867.5143861460956,3970,2116.6
1948,365,71.78999999999999,1,1867.5143861460956,3970,0.0
1949,226,1463.8,2,1867.5143861460956,3970,0.0
1950,187,1422.05,4,1867.5143861460956,3970,813.08
1951,191,2718.44,5,1867.5143861460956,3970,150.72
1952,189,530.36,4,1867.5143861460956,3970,1165.85
1953,204,663.23,2,1867.5143861460956,3970,302.8
1954,233,557.04,1,1867.5143861460956,3970,232.56
1955,318,453.38,1,1867.5143861460956,3970,0.0
1956,229,1339.0,3,1867.5143861460956,3970,592.03
1957,213,209.4,2,1867.5143861460956,3970,0.0
1958,259,465.51,1,1867.5143861460956,3970,314.95
1959,182,2262.2,10,1867.5143861460956,3970,1467.39
1960,182,223.91,1,1867.5143861460956,3970,1988.98
1961,256,266.5,2,1867.5143861460956,3970,0.0
1962,208,152.76,1,1867.5143861460956,3970,0.0
1963,266,248.8,1,1867.5143861460956,3970,0.0
1964,259,974.98,3,1867.5143861460956,3970,876.92
1965,284,300.15,1,1867.5143861460956,3970,568.61
1966,192,155.0,1,1867.5143861460956,3970,320.05
1967,284,177.63,1,1867.5143861460956,3970,163.54999999999998
1968,225,648.38,2,1867.5143861460956,3970,787.6700000000001
1969,284,95.12,1,1867.5143861460956,3970,1052.89
1970,228,1123.23,3,1867.5143861460956,3970,1374.6299999999999
1971,327,101.3,1,1867.5143861460956,3970,206.84
1972,184,7870.900000000001,14,1867.5143861460956,3970,3684.29
1973,220,426.85,1,1867.5143861460956,3970,0.0
1974,304,48.349999999999994,1,1867.5143861460956,3970,0.0
1975,256,861.5999999999999,1,1867.5143861460956,3970,1146.24
1976,278,635.9,1,1867.5143861460956,3970,0.0
1977,316,20.0,1,1867.5143861460956,3970,387.84
1978,277,23.35,1,1867.5143861460956,3970,0.0
1979,231,230.11,1,1867.5143861460956,3970,169.51
1980,371,424.03,1,1867.5143861460956,3970,0.0
1981,227,292.21,1,1867.5143861460956,3970,0.0
1982,298,266.40000000000003,3,1867.5143861460956,3970,110.3
1983,182,111.71,1,1867.5143861460956,3970,0.0
1984,235,30.15,1,1867.5143861460956,3970,0.0
1985,182,1139.81,7,1867.5143861460956,3970,7887.74
1986,211,3672.93,8,1867.5143861460956,3970,3463.23
1987,253,961.44,3,1867.5143861460956,3970,353.56
1988,260,2255.96,6,1867.5143861460956,3970,8668.23
1989,260,743.79,2,1867.5143861460956,3970,1260.83
1990,219,2641.39,5,1867.5143861460956,3970,2057.4
1991,180,2053.58,5,1867.5143861460956,3970,3481.44
1992,218,1874.8400000000001,5,1867.5143861460956,3970,332.13
1993,295,851.42,2,1867.5143861460956,3970,2493.6
1994,205,87.8,1,1867.5143861460956,3970,0.0
1995,191,315.0,1,1867.5143861460956,3970,284.35
1996,277,477.30000000000007,1,1867.5143861460956,3970,543.6
1997,267,1331.03,4,1867.5143861460956,3970,0.0
1998,205,986.42,2,1867.5143861460956,3970,2709.4900000000002
1999,199,801.23,2,1867.5143861460956,3970,2025.82
2000,294,590.91,1,1867.5143861460956,3970,259.43
2001,302,380.0,1,1867.5143861460956,3970,0.0
2002,262,156.6,1,1867.5143861460956,3970,0.0
2003,309,64.5,1,1867.5143861460956,3970,233.45
2004,297,931.72,1,1867.5143861460956,3970,1295.8700000000001
2005,229,341.59,2,1867.5143861460956,3970,0.0
2006,271,328.05,1,1867.5143861460956,3970,670.78
2007,210,216.79999999999998,1,1867.5143861460956,3970,1144.48
2008,184,1782.16,5,1867.5143861460956,3970,1912.07
2009,355,278.73,2,1867.5143861460956,3970,462.38
2010,242,741.35,2,1867.5143861460956,3970,708.67
2011,325,208.83,2,1867.5143861460956,3970,120.65
2012,357,310.01,1,1867.5143861460956,3970,1029.88
2013,259,67.25,1,1867.5143861460956,3970,372.2
2014,198,432.45,2,1867.5143861460956,3970,0.0
2015,360,60.48,1,1867.5143861460956,3970,0.0
2016,204,625.04,2,1867.5143861460956,3970,1734.12
